query_id	true_label	candidate_label	candidate_family	target	proto_dist	proto_rank	proto_prob	proto_margin_to_top1	proto_margin_top2_minus_top1	hmm_score	hmm_neglog_evalue	hmm_coverage	hmm_bitscore	hmm_rank	hmm_margin_to_top1	hmm_margin_top1_minus_top2	hmm_has_hit	is_proto_top1	is_hmm_top1	proto_top1_eq_hmm_top1	family_count_proxy	judge_score
apyc1	0	0	cluster_0	1	0.07323063	1	0.03001912438720463	0.0	1.59327527	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.999998476029938
apyc1	0	102	cluster_102	0	1.6814615	3	0.006011076124235804	1.6082308699999999	1.59327527	0.0	0.0	0.0	0.0	103	0.0	0.0	0	0	0	0	1.0	0.00034453021968206145
apyc1	0	116	cluster_116	0	1.7031928	5	0.005881856763280341	1.62996217	1.59327527	0.0	0.0	0.0	0.0	117	0.0	0.0	0	0	0	0	3.0	0.00023391903225853004
apyc1	0	182	cluster_182	0	1.6665059	2	0.006101650986793206	1.59327527	1.59327527	0.0	0.0	0.0	0.0	183	0.0	0.0	0	0	0	0	62.0	0.0004395306384993291
apyc1	0	198	cluster_198	0	1.6982768	4	0.005910843161318705	1.6250461699999998	1.59327527	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	0.000262234161896309
A0A061FDP0	0	0	cluster_0	1	0.076902814	1	0.02969866748080307	0.0	1.5999448859999998	0.0	0.0	0.0	0.0	1	0.0	0.0	0	1	0	0	1175.0	0.9999984148862863
A0A061FDP0	0	116	cluster_116	0	1.7023588	3	0.005845348360175652	1.625455986	1.5999448859999998	0.0	0.0	0.0	0.0	117	0.0	0.0	0	0	0	0	3.0	0.00030920910703028764
A0A061FDP0	0	195	cluster_195	0	1.7166684	4	0.005762299379249418	1.639765586	1.5999448859999998	0.0	0.0	0.0	0.0	196	0.0	0.0	0	0	0	0	1.0	0.00024062901075169884
A0A061FDP0	0	197	cluster_197	0	1.6768477	2	0.005996388029278085	1.5999448859999998	1.5999448859999998	0.0	0.0	0.0	0.0	198	0.0	0.0	0	0	0	0	85.0	0.0004308911769063843
A0A061FDP0	0	198	cluster_198	0	1.7240216	5	0.0057200834407894925	1.6471187859999998	1.5999448859999998	0.0	0.0	0.0	0.0	199	0.0	0.0	0	0	0	0	1.0	0.0002030308139020171
